# Time Dx Dy Dz magD
2.372 -5.69295e-06 2.91347e-05 -2.27494e-06 2.97727e-05
2.373 -5.66524e-06 2.91214e-05 -2.27254e-06 2.97542e-05
2.374 -5.63143e-06 2.91059e-05 -2.2697e-06 2.97325e-05
2.375 -5.60462e-06 2.90926e-05 -2.26729e-06 2.97142e-05
2.376 -5.57497e-06 2.9078e-05 -2.26456e-06 2.9694e-05
2.377 -5.54809e-06 2.90658e-05 -2.26225e-06 2.96769e-05
2.378 -5.51258e-06 2.90486e-05 -2.25891e-06 2.96532e-05
2.379 -5.48311e-06 2.90349e-05 -2.25632e-06 2.96341e-05
2.38 -5.45711e-06 2.90221e-05 -2.25401e-06 2.96166e-05
2.381 -5.42598e-06 2.90075e-05 -2.25136e-06 2.95964e-05
2.382 -5.40064e-06 2.89954e-05 -2.24915e-06 2.95797e-05
2.383 -5.36542e-06 2.89787e-05 -2.24595e-06 2.95567e-05
2.384 -5.34026e-06 2.89666e-05 -2.24375e-06 2.95401e-05
2.385 -5.30938e-06 2.89516e-05 -2.24102e-06 2.95196e-05
2.386 -5.27836e-06 2.89367e-05 -2.23832e-06 2.94993e-05
2.387 -5.2489e-06 2.89226e-05 -2.2357e-06 2.94799e-05
2.388 -5.21444e-06 2.89058e-05 -2.23254e-06 2.94571e-05
2.389 -5.18295e-06 2.88908e-05 -2.22959e-06 2.94366e-05
2.39 -5.15287e-06 2.88767e-05 -2.22696e-06 2.94173e-05
2.391 -5.12431e-06 2.8863e-05 -2.22447e-06 2.93986e-05
2.392 -5.09813e-06 2.885e-05 -2.22205e-06 2.93811e-05
2.393 -5.0681e-06 2.88357e-05 -2.2195e-06 2.93617e-05
2.394 -5.03748e-06 2.88211e-05 -2.21692e-06 2.93419e-05
2.395 -5.00007e-06 2.8803e-05 -2.21376e-06 2.93175e-05
2.396 -4.97452e-06 2.87911e-05 -2.21166e-06 2.93013e-05
2.397 -4.94147e-06 2.87747e-05 -2.20861e-06 2.92793e-05
2.398 -4.91231e-06 2.87607e-05 -2.20598e-06 2.92604e-05
2.399 -4.87956e-06 2.87456e-05 -2.2031e-06 2.92399e-05
2.4 -4.85064e-06 2.87316e-05 -2.20055e-06 2.92211e-05
2.401 -4.81741e-06 2.87153e-05 -2.19753e-06 2.91994e-05
2.402 -4.78778e-06 2.8701e-05 -2.19508e-06 2.91802e-05
2.403 -4.76216e-06 2.86886e-05 -2.19284e-06 2.91637e-05
2.404 -4.72686e-06 2.86713e-05 -2.18957e-06 2.91407e-05
2.405 -4.70118e-06 2.86584e-05 -2.18717e-06 2.91236e-05
2.406 -4.66875e-06 2.8643e-05 -2.18445e-06 2.91031e-05
2.407 -4.63958e-06 2.86285e-05 -2.18198e-06 2.9084e-05
2.408 -4.6061e-06 2.86122e-05 -2.17891e-06 2.90624e-05
2.409 -4.57615e-06 2.85978e-05 -2.17643e-06 2.90433e-05
2.41 -4.54404e-06 2.85824e-05 -2.1736e-06 2.90228e-05
2.411 -4.51167e-06 2.85661e-05 -2.17049e-06 2.90015e-05
2.412 -4.48712e-06 2.85543e-05 -2.1684e-06 2.89859e-05
2.413 -4.45416e-06 2.85375e-05 -2.16537e-06 2.89641e-05
2.414 -4.42438e-06 2.85232e-05 -2.16281e-06 2.89452e-05
2.415 -4.39234e-06 2.8508e-05 -2.16011e-06 2.89252e-05
2.416 -4.36005e-06 2.84915e-05 -2.15718e-06 2.89038e-05
2.417 -4.33242e-06 2.84775e-05 -2.15467e-06 2.88857e-05
2.418 -4.30445e-06 2.84633e-05 -2.15212e-06 2.88672e-05
2.419 -4.27276e-06 2.84479e-05 -2.14944e-06 2.88472e-05
2.42 -4.23968e-06 2.84314e-05 -2.14648e-06 2.88258e-05
2.421 -4.21225e-06 2.84177e-05 -2.14401e-06 2.88081e-05
2.422 -4.1818e-06 2.8403e-05 -2.14137e-06 2.8789e-05
2.423 -4.15538e-06 2.839e-05 -2.13901e-06 2.87722e-05
2.424 -4.12389e-06 2.83752e-05 -2.13639e-06 2.87528e-05
2.425 -4.09034e-06 2.8358e-05 -2.13352e-06 2.87308e-05
2.426 -4.06194e-06 2.83441e-05 -2.13101e-06 2.87129e-05
2.427 -4.0315e-06 2.83289e-05 -2.12846e-06 2.86934e-05
2.428 -4.00445e-06 2.83153e-05 -2.12601e-06 2.86759e-05
2.429 -3.97587e-06 2.83012e-05 -2.12353e-06 2.86579e-05
2.43 -3.94189e-06 2.82842e-05 -2.12061e-06 2.86362e-05
2.431 -3.91337e-06 2.82704e-05 -2.11816e-06 2.86185e-05
2.432 -3.88329e-06 2.82551e-05 -2.11556e-06 2.85991e-05
2.433 -3.8546e-06 2.82411e-05 -2.11311e-06 2.85812e-05
2.434 -3.8227e-06 2.82247e-05 -2.11028e-06 2.85605e-05
2.435 -3.7916e-06 2.82099e-05 -2.1077e-06 2.85415e-05
2.436 -3.7641e-06 2.81957e-05 -2.10528e-06 2.85237e-05
2.437 -3.73252e-06 2.81796e-05 -2.10236e-06 2.85034e-05
2.438 -3.70841e-06 2.81679e-05 -2.10036e-06 2.84885e-05
2.439 -3.67604e-06 2.81514e-05 -2.09738e-06 2.84677e-05
2.44 -3.64657e-06 2.81368e-05 -2.09497e-06 2.84494e-05
2.441 -3.61439e-06 2.81199e-05 -2.09213e-06 2.84283e-05
2.442 -3.58717e-06 2.81064e-05 -2.0897e-06 2.84113e-05
2.443 -3.55828e-06 2.8092e-05 -2.0873e-06 2.83933e-05
2.444 -3.53239e-06 2.80787e-05 -2.08513e-06 2.83767e-05
2.445 -3.49791e-06 2.80613e-05 -2.08206e-06 2.8355e-05
2.446 -3.47156e-06 2.80476e-05 -2.07975e-06 2.8338e-05
2.447 -3.44422e-06 2.80337e-05 -2.07736e-06 2.83208e-05
2.448 -3.41533e-06 2.80188e-05 -2.07486e-06 2.83023e-05
2.449 -3.38856e-06 2.80051e-05 -2.0725e-06 2.82854e-05
2.45 -3.35792e-06 2.7989e-05 -2.06984e-06 2.82656e-05
2.451 -3.33066e-06 2.79756e-05 -2.06747e-06 2.82489e-05
2.452 -3.30028e-06 2.7961e-05 -2.06509e-06 2.82307e-05
2.453 -3.27336e-06 2.79471e-05 -2.06278e-06 2.82136e-05
2.454 -3.24665e-06 2.79333e-05 -2.06042e-06 2.81968e-05
2.455 -3.21563e-06 2.79172e-05 -2.05769e-06 2.8177e-05
2.456 -3.18676e-06 2.79028e-05 -2.0553e-06 2.81593e-05
2.457 -3.1614e-06 2.78898e-05 -2.0531e-06 2.81434e-05
2.458 -3.13441e-06 2.78756e-05 -2.05068e-06 2.81261e-05
2.459 -3.10493e-06 2.78608e-05 -2.04799e-06 2.8108e-05
2.46 -3.07899e-06 2.78472e-05 -2.04564e-06 2.80915e-05
2.461 -3.04868e-06 2.78312e-05 -2.04292e-06 2.80722e-05
2.462 -3.02145e-06 2.78175e-05 -2.04064e-06 2.80554e-05
2.463 -2.99571e-06 2.7804e-05 -2.03817e-06 2.80391e-05
2.464 -2.96817e-06 2.77894e-05 -2.0358e-06 2.80215e-05
2.465 -2.94185e-06 2.7776e-05 -2.03349e-06 2.80053e-05
2.466 -2.9157e-06 2.77622e-05 -2.03124e-06 2.79887e-05
2.467 -2.89021e-06 2.77489e-05 -2.02898e-06 2.79727e-05
2.468 -2.86579e-06 2.77361e-05 -2.02669e-06 2.79573e-05
2.469 -2.83613e-06 2.77213e-05 -2.02421e-06 2.79394e-05
2.47 -2.81086e-06 2.7708e-05 -2.022e-06 2.79235e-05
2.471 -2.78665e-06 2.76953e-05 -2.01983e-06 2.79083e-05
2.472 -2.75849e-06 2.7681e-05 -2.01747e-06 2.78912e-05
2.473 -2.73216e-06 2.7667e-05 -2.01528e-06 2.78746e-05
2.474 -2.70851e-06 2.76544e-05 -2.01303e-06 2.78596e-05
2.475 -2.6798e-06 2.76398e-05 -2.01063e-06 2.78421e-05
2.476 -2.65398e-06 2.76264e-05 -2.00837e-06 2.78262e-05
2.477 -2.62876e-06 2.76131e-05 -2.0061e-06 2.78104e-05
2.478 -2.60472e-06 2.76005e-05 -2.00394e-06 2.77955e-05
2.479 -2.57871e-06 2.7587e-05 -2.00179e-06 2.77794e-05
2.48 -2.55726e-06 2.75756e-05 -1.99993e-06 2.77661e-05
2.481 -2.5303e-06 2.75619e-05 -1.9977e-06 2.77498e-05
2.482 -2.50395e-06 2.75479e-05 -1.99545e-06 2.77333e-05
2.483 -2.48102e-06 2.75354e-05 -1.9933e-06 2.77187e-05
2.484 -2.45488e-06 2.75217e-05 -1.99107e-06 2.77026e-05
2.485 -2.43302e-06 2.75102e-05 -1.98943e-06 2.76891e-05
2.486 -2.40308e-06 2.74944e-05 -1.98669e-06 2.76707e-05
2.487 -2.37823e-06 2.74812e-05 -1.98455e-06 2.76552e-05
2.488 -2.35764e-06 2.74702e-05 -1.9829e-06 2.76424e-05
2.489 -2.33561e-06 2.74581e-05 -1.98089e-06 2.76283e-05
2.49 -2.31393e-06 2.74468e-05 -1.97934e-06 2.76152e-05
2.491 -2.28422e-06 2.7431e-05 -1.97663e-06 2.75968e-05
2.492 -2.26374e-06 2.74201e-05 -1.97503e-06 2.75842e-05
2.493 -2.24031e-06 2.74077e-05 -1.97289e-06 2.75698e-05
2.494 -2.21531e-06 2.73945e-05 -1.9707e-06 2.75545e-05
2.495 -2.19374e-06 2.73833e-05 -1.96891e-06 2.75415e-05
2.496 -2.16965e-06 2.73705e-05 -1.96675e-06 2.75267e-05
2.497 -2.14746e-06 2.73582e-05 -1.96464e-06 2.75126e-05
2.498 -2.12587e-06 2.73471e-05 -1.96291e-06 2.74998e-05
2.499 -2.10351e-06 2.73348e-05 -1.96081e-06 2.74857e-05
2.5 -2.08286e-06 2.73241e-05 -1.95926e-06 2.74733e-05
2.501 -2.05867e-06 2.73112e-05 -1.95725e-06 2.74586e-05
2.502 -2.03587e-06 2.72984e-05 -1.95526e-06 2.7444e-05
2.503 -2.01592e-06 2.72878e-05 -1.95355e-06 2.74318e-05
2.504 -1.99396e-06 2.72757e-05 -1.95152e-06 2.7418e-05
2.505 -1.97346e-06 2.72646e-05 -1.94987e-06 2.74054e-05
2.506 -1.95145e-06 2.72528e-05 -1.94781e-06 2.73919e-05
2.507 -1.93195e-06 2.7242e-05 -1.94633e-06 2.73797e-05
2.508 -1.91332e-06 2.7232e-05 -1.94472e-06 2.73683e-05
2.509 -1.8885e-06 2.72188e-05 -1.94266e-06 2.73533e-05
2.51 -1.8705e-06 2.7209e-05 -1.94113e-06 2.73422e-05
2.511 -1.84888e-06 2.71968e-05 -1.93909e-06 2.73284e-05
2.512 -1.82824e-06 2.71861e-05 -1.93748e-06 2.73163e-05
2.513 -1.81082e-06 2.71762e-05 -1.9359e-06 2.73052e-05
2.514 -1.7922e-06 2.71662e-05 -1.93434e-06 2.72938e-05
2.515 -1.77009e-06 2.71537e-05 -1.93227e-06 2.72798e-05
2.516 -1.75085e-06 2.71432e-05 -1.93065e-06 2.7268e-05
2.517 -1.73301e-06 2.71333e-05 -1.92911e-06 2.7257e-05
2.518 -1.71074e-06 2.71213e-05 -1.9271e-06 2.72434e-05
2.519 -1.69662e-06 2.71135e-05 -1.92609e-06 2.72348e-05
2.52 -1.67489e-06 2.71016e-05 -1.9241e-06 2.72214e-05
2.521 -1.65455e-06 2.70908e-05 -1.92257e-06 2.72093e-05
2.522 -1.63751e-06 2.70815e-05 -1.92106e-06 2.71989e-05
2.523 -1.62154e-06 2.70725e-05 -1.91952e-06 2.71888e-05
2.524 -1.60168e-06 2.7062e-05 -1.91803e-06 2.71771e-05
2.525 -1.58579e-06 2.7053e-05 -1.91657e-06 2.71671e-05
2.526 -1.56651e-06 2.70423e-05 -1.91509e-06 2.71553e-05
2.527 -1.55055e-06 2.70337e-05 -1.9135e-06 2.71456e-05
2.528 -1.53236e-06 2.70236e-05 -1.912e-06 2.71345e-05
2.529 -1.51467e-06 2.70137e-05 -1.91042e-06 2.71235e-05
2.53 -1.50024e-06 2.70063e-05 -1.90933e-06 2.71153e-05
2.531 -1.47906e-06 2.69942e-05 -1.90738e-06 2.71019e-05
2.532 -1.46526e-06 2.69868e-05 -1.90646e-06 2.70937e-05
2.533 -1.44964e-06 2.6978e-05 -1.90493e-06 2.7084e-05
2.534 -1.43017e-06 2.69677e-05 -1.90334e-06 2.70725e-05
2.535 -1.41523e-06 2.69589e-05 -1.90188e-06 2.7063e-05
2.536 -1.40165e-06 2.69516e-05 -1.90086e-06 2.70549e-05
2.537 -1.38403e-06 2.69419e-05 -1.89934e-06 2.70442e-05
2.538 -1.36927e-06 2.69332e-05 -1.89795e-06 2.70347e-05
2.539 -1.35554e-06 2.69259e-05 -1.89691e-06 2.70266e-05
2.54 -1.33845e-06 2.69162e-05 -1.89542e-06 2.70161e-05
2.541 -1.32343e-06 2.69073e-05 -1.89397e-06 2.70064e-05
2.542 -1.30663e-06 2.68982e-05 -1.89264e-06 2.69963e-05
2.543 -1.299e-06 2.6894e-05 -1.89216e-06 2.69918e-05
2.544 -1.28157e-06 2.68842e-05 -1.89064e-06 2.69811e-05
2.545 -1.26609e-06 2.68754e-05 -1.88922e-06 2.69714e-05
2.546 -1.25289e-06 2.68683e-05 -1.88819e-06 2.69637e-05
2.547 -1.23848e-06 2.68598e-05 -1.88679e-06 2.69544e-05
2.548 -1.23022e-06 2.68559e-05 -1.88631e-06 2.69501e-05
2.549 -1.21298e-06 2.6846e-05 -1.88482e-06 2.69394e-05
2.55 -1.19794e-06 2.68371e-05 -1.88343e-06 2.69298e-05
2.551 -1.18704e-06 2.68306e-05 -1.88247e-06 2.69228e-05
2.552 -1.17391e-06 2.68235e-05 -1.88148e-06 2.6915e-05
2.553 -1.16425e-06 2.68182e-05 -1.88051e-06 2.69093e-05
2.554 -1.15067e-06 2.68107e-05 -1.87949e-06 2.69012e-05
2.555 -1.1358e-06 2.68019e-05 -1.87808e-06 2.68917e-05
2.556 -1.12513e-06 2.67959e-05 -1.87705e-06 2.68851e-05
2.557 -1.11232e-06 2.67889e-05 -1.87615e-06 2.68775e-05
2.558 -1.10355e-06 2.67833e-05 -1.8752e-06 2.68715e-05
2.559 -1.0926e-06 2.6777e-05 -1.87429e-06 2.68647e-05
2.56 -1.08438e-06 2.67728e-05 -1.87384e-06 2.68602e-05
2.561 -1.06862e-06 2.67637e-05 -1.87253e-06 2.68504e-05
2.562 -1.0593e-06 2.67581e-05 -1.87155e-06 2.68444e-05
2.563 -1.05175e-06 2.67542e-05 -1.8711e-06 2.68402e-05
2.564 -1.03713e-06 2.67455e-05 -1.86962e-06 2.68308e-05
2.565 -1.0293e-06 2.6742e-05 -1.86923e-06 2.6827e-05
2.566 -1.02045e-06 2.67364e-05 -1.86826e-06 2.68211e-05
2.567 -1.01296e-06 2.67324e-05 -1.86784e-06 2.68167e-05
2.568 -1.00135e-06 2.67257e-05 -1.86684e-06 2.68095e-05
2.569 -9.92416e-07 2.67201e-05 -1.8659e-06 2.68036e-05
2.57 -9.84438e-07 2.67161e-05 -1.86552e-06 2.67993e-05
2.571 -9.73258e-07 2.67103e-05 -1.86453e-06 2.67929e-05
2.572 -9.6438e-07 2.67047e-05 -1.86361e-06 2.6787e-05
2.573 -9.56798e-07 2.67005e-05 -1.86318e-06 2.67826e-05
2.574 -9.48072e-07 2.66952e-05 -1.86225e-06 2.67768e-05
2.575 -9.40518e-07 2.66912e-05 -1.86178e-06 2.67726e-05
2.576 -9.31547e-07 2.66859e-05 -1.86086e-06 2.6767e-05
2.577 -9.2418e-07 2.6682e-05 -1.86039e-06 2.67627e-05
2.578 -9.15649e-07 2.66766e-05 -1.85947e-06 2.6757e-05
2.579 -9.0859e-07 2.6673e-05 -1.85904e-06 2.67531e-05
2.58 -9.00235e-07 2.66677e-05 -1.85815e-06 2.67475e-05
2.581 -8.93445e-07 2.66642e-05 -1.85773e-06 2.67437e-05
2.582 -8.85324e-07 2.66591e-05 -1.85687e-06 2.67384e-05
2.583 -8.78788e-07 2.66556e-05 -1.85648e-06 2.67347e-05
2.584 -8.70598e-07 2.66508e-05 -1.85566e-06 2.67295e-05
2.585 -8.64338e-07 2.66473e-05 -1.85527e-06 2.67257e-05
2.586 -8.56786e-07 2.66426e-05 -1.85452e-06 2.67208e-05
2.587 -8.50791e-07 2.66391e-05 -1.85416e-06 2.67171e-05
2.588 -8.44286e-07 2.66346e-05 -1.85342e-06 2.67124e-05
2.589 -8.38655e-07 2.66314e-05 -1.85319e-06 2.67089e-05
2.59 -8.3206e-07 2.6627e-05 -1.85247e-06 2.67043e-05
2.591 -8.26976e-07 2.66238e-05 -1.8522e-06 2.6701e-05
2.592 -8.21336e-07 2.66197e-05 -1.85153e-06 2.66967e-05
2.593 -8.16545e-07 2.66171e-05 -1.85127e-06 2.66939e-05
2.594 -8.11948e-07 2.66131e-05 -1.85071e-06 2.66897e-05
2.595 -8.07849e-07 2.66104e-05 -1.85055e-06 2.66869e-05
2.596 -9.11705e-07 2.66067e-05 -1.85002e-06 2.66865e-05
2.597 -1.07366e-06 2.66057e-05 -1.85017e-06 2.66915e-05
2.598 -1.3336e-06 2.66026e-05 -1.84974e-06 2.67001e-05
2.599 -1.47581e-06 2.66012e-05 -1.84959e-06 2.67062e-05
2.6 -1.70614e-06 2.6598e-05 -1.85193e-06 2.6717e-05
2.601 -1.79944e-06 2.65969e-05 -1.8518e-06 2.67219e-05
2.602 -1.97686e-06 2.65939e-05 -1.85722e-06 2.67319e-05
2.603 -2.0621e-06 2.65927e-05 -1.85994e-06 2.67373e-05
2.604 -2.22166e-06 2.659e-05 -1.86655e-06 2.67478e-05
2.605 -2.29823e-06 2.65888e-05 -1.8686e-06 2.67533e-05
2.606 -2.44168e-06 2.65863e-05 -1.87249e-06 2.67637e-05
2.607 -2.51065e-06 2.65852e-05 -1.87438e-06 2.67692e-05
2.608 -2.64014e-06 2.65901e-05 -1.87794e-06 2.67868e-05
2.609 -2.70263e-06 2.65956e-05 -1.87889e-06 2.67986e-05
2.61 -2.81909e-06 2.66056e-05 -1.88081e-06 2.68205e-05
